,title,date_time,email_message
138,Authentication Required,"Mon, 09/18/2023 - 12:00","

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'entity_embed_container' -->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->
<div data-entity-type=""media"" data-entity-uuid=""921a667b-fa93-4eef-8f6a-938b558dbd48"" data-langcode=""en"" class=""embedded-entity"">

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'media' -->
<!-- FILE NAME SUGGESTIONS:
   * media--source-image.html.twig
   * media--image--full.html.twig
   x media--image.html.twig
   * media--full.html.twig
   * media.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' -->


  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'field' -->
<!-- FILE NAME SUGGESTIONS:
   * field--media--field-media-image--image.html.twig
   * field--media--field-media-image.html.twig
   * field--media--image.html.twig
   * field--field-media-image.html.twig
   x field--image.html.twig
   * field.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' -->
      

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image_formatter' -->
<!-- BEGIN OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' -->
  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image' -->
<!-- BEGIN OUTPUT from 'core/modules/system/templates/image.html.twig' -->
<img loading=""lazy"" src=""/sites/default/files/itc-drupal10-images/pb-o365-phish.png"" width=""1402"" height=""994"" alt=""A fake Office 365-branded notification with the heading &quot;Password Expiration - Authentication Service&quot; and a &quot;Keep same Password&quot; button.""><!-- END OUTPUT from 'core/modules/system/templates/image.html.twig' --><!-- END OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' --></div>

<!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->

"
139,(Attention [recipient]) | Re-authenticate 2 Factor Authentication (2Fa) | September 2023,"Mon, 09/18/2023 - 12:00","

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'entity_embed_container' -->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->
<div data-entity-type=""media"" data-entity-uuid=""b40fcdc9-f473-4106-9609-4040f4c52901"" data-langcode=""en"" class=""embedded-entity"">

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'media' -->
<!-- FILE NAME SUGGESTIONS:
   * media--source-image.html.twig
   * media--image--full.html.twig
   x media--image.html.twig
   * media--full.html.twig
   * media.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' -->


  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'field' -->
<!-- FILE NAME SUGGESTIONS:
   * field--media--field-media-image--image.html.twig
   * field--media--field-media-image.html.twig
   * field--media--image.html.twig
   * field--field-media-image.html.twig
   x field--image.html.twig
   * field.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' -->
      

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image_formatter' -->
<!-- BEGIN OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' -->
  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image' -->
<!-- BEGIN OUTPUT from 'core/modules/system/templates/image.html.twig' -->
<img loading=""lazy"" src=""/sites/default/files/itc-drupal10-images/pb-ms-qr-phish-11.jpeg"" width=""734"" height=""683"" alt=""A fake Microsoft-branded notification with a QR code stating &quot;Your authenticator session has expired today&quot; prompting the recipient to scan the QR code.""><!-- END OUTPUT from 'core/modules/system/templates/image.html.twig' --><!-- END OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' --></div>

<!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->

"
140,INTERN JOB POSITION,"Wed, 09/20/2023 - 12:00","<p>CORNELL UNIVERSITY<br>
Department of Mathematics<br>
Student Services,</p>

<p><br>
Cornell University, Student Services, urgently requires a Research Assistant for a Remote Position to earn $380 weekly.<br>
&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;<br>
The Student Services Recruitment Specialist, &nbsp;[name] is currently working on Research and would require the services of Students (Graduate/Undergraduate) of any Department of the Institution to Obtain a Remote Position in this Research. Slots are limited and acceptance will be given on a first come first serve basis.<br>
&nbsp; &nbsp;&nbsp;<br>
To proceed with the application process, contact &nbsp;[name] via email at 

</p><p>[name]<br>
Associate Professor<br>
Faculty,<br>
Department of Mathematics,<br>
CORNELL UNIVERSITY.</p>
"
141,HR Admin shared a file '401K Benefit Plan' with you.,"Fri, 09/15/2023 - 12:00","

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'entity_embed_container' -->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->
<div data-entity-type=""media"" data-entity-uuid=""b23aed2e-935d-4979-aed5-9ed7f6b718e7"" data-langcode=""en"" class=""embedded-entity"">

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'media' -->
<!-- FILE NAME SUGGESTIONS:
   * media--source-image.html.twig
   * media--image--full.html.twig
   x media--image.html.twig
   * media--full.html.twig
   * media.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' -->


  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'field' -->
<!-- FILE NAME SUGGESTIONS:
   * field--media--field-media-image--image.html.twig
   * field--media--field-media-image.html.twig
   * field--media--image.html.twig
   * field--field-media-image.html.twig
   x field--image.html.twig
   * field.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' -->
      

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image_formatter' -->
<!-- BEGIN OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' -->
  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image' -->
<!-- BEGIN OUTPUT from 'core/modules/system/templates/image.html.twig' -->
<img loading=""lazy"" src=""/sites/default/files/itc-drupal10-images/pb-sharepoint-phish.jpg"" width=""2182"" height=""759"" alt=""A fake SharePoint-branded notification with the heading &quot;Employee Benefits Plan for the Year 2023/2024&quot; asking the recipient to scan a QR code to view documents.""><!-- END OUTPUT from 'core/modules/system/templates/image.html.twig' --><!-- END OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' --></div>

<!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->

<p>This electronic mail message contains CONFIDENTIAL information which is (a) ATTORNEY - CLIENT PRIVILEGED COMMUNICATION, WORK PRODUCT, PROPRIETARY IN NATURE, OR OTHERWISE PROTECTED BY LAW FROM DISCLOSURE, and (b) intended only for the use of the Addressee(s) named herein. If you are not an Addressee, or the person responsible for delivering this to an Addressee, you are hereby notified that reading, copying, or distributing this message is prohibited. If you have received this electronic mail message in error, please reply to the sender and take the steps necessary to delete the message completely from your computer system.</p>
"
142,WELDING INSTRUMENT.,"Fri, 09/15/2023 - 12:00","<p>Dear Student/Faculty/Staff.</p>

<p>I hope this email finds you well. I am reaching out to inform you of a unique opportunity that has arisen within our institution.</p>

<p><br>
One of our staff, Mrs. [NAME], is willing to give away Her late Dad [NAME, number] Dynasty 300 TIG Welder w/ TIGRunner Pkg &amp; Wireless Foot Control, with an original Lishi - Automotive Tools Full Kit -(BUNDLE of 111 Lishi Tools and Accessories).</p>

<p>If you or anyone you know might be interested in any of the equipment, I encourage you to reach out to Mrs. Cynthia personally. She can be contacted via her private email address, which is [name@outlook.com]</p>

<p><br>
Please note that this offer is available on a first-come, first-served basis, so don't hesitate to express your interest as soon as possible.</p>

<p><br>
Thank you for your attention to this matter.</p>

<p>Best Regards,</p>

<p><br><strong>[NAME], V.M.D. Ph.D.<br>
PROVOST<br><email></email></strong></p>
"
143,Signature Required Cornell Doc Via E-Sign #5356,"Thu, 09/14/2023 - 12:00","

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'entity_embed_container' -->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->
<div data-entity-type=""media"" data-entity-uuid=""109d14fd-b287-4f19-9cf0-cff141da0e15"" data-langcode=""en"" class=""embedded-entity"">

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'media' -->
<!-- FILE NAME SUGGESTIONS:
   * media--source-image.html.twig
   * media--image--full.html.twig
   x media--image.html.twig
   * media--full.html.twig
   * media.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' -->


  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'field' -->
<!-- FILE NAME SUGGESTIONS:
   * field--media--field-media-image--image.html.twig
   * field--media--field-media-image.html.twig
   * field--media--image.html.twig
   * field--field-media-image.html.twig
   x field--image.html.twig
   * field.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' -->
      

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image_formatter' -->
<!-- BEGIN OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' -->
  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image' -->
<!-- BEGIN OUTPUT from 'core/modules/system/templates/image.html.twig' -->
<img loading=""lazy"" src=""/sites/default/files/itc-drupal10-images/pb-sharepoint-qr-phish.png"" width=""2884"" height=""1374"" alt=""A fake SharePoint-branded notification with the heading &quot;Employee Benefits Plan for the Year 2023/2024&quot; asking the recipient to scan a QR code to view documents.""><!-- END OUTPUT from 'core/modules/system/templates/image.html.twig' --><!-- END OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' --></div>

<!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->

"
144,INTERN JOB POSITION,"Wed, 09/13/2023 - 12:00","<p>CORNELL UNIVERSITY<br>
Department of Mathematics<br>
Student Services,</p>

<p><br>
Cornell University, Student Services, urgently requires a Research Assistant for a Remote Position to earn $380 weekly.</p>

<p>The Student Services Recruitment Specialist, [Name] is currently working on Research and would require the services of Students (Graduate/Undergraduate) of any Department of the Institution to Obtain a Remote Position in this Research. Slots are limited and acceptance will be given on a first come first serve basis.</p>

<p>To proceed with the application process, contact [Name] via email at <email> using your alternate email stating your full name, email address, year of study, and department regarding the job description and further application requirements.</email></p>

<p>[Name]<br>
Associate Professor<br>
Faculty,<br>
Department of Mathematics,<br>
CORNELL UNIVERSITY.</p>
"
145,Job Opportunity At Cornell University,"Wed, 09/13/2023 - 12:00","<p>The Cornell University, Department of Statistics and Data Science urgently requires the service of students as research assistants. They are to work remotely and get paid $450 weekly.</p>

<p>The research position is open to students from any department in the institution, and tasks can be carried out remotely. It gives excellent opportunities for students to study and earn money without affecting academic performances or leisure time. Tasks can be carried out remotely with less work time a week.</p>

<p>To proceed with the application process, contact Professor [first name, last name] at +1 (* Zero *) * Zero * * * * Two. via text message or Botim App Messenger acknowledging your full name, email address, year of study, and department to receive the job description and further application requirements.</p>

<p>Best regards.</p>

<p>C/o<br>
[first name, last name]<br>
Title: Professor<br>
Department of Statistics and Data Science<br>
Cornell University</p>
"
146,Undergraduate Research Assistants,"Tue, 09/12/2023 - 12:00","<p>Date: Wed, Sep 6, 2023&nbsp;<br>
Subject: Undergraduate Research Assistants<br>
To:&nbsp;</p>

<p>Office of Vice President For Research And Innovation,&nbsp;<br>
222 Day Hall,<br>
Ithaca, NY 14853.</p>

<p>There is a pressing need for Student Research Assistants at Cornell University for a weekly pay of $350. The research position is open to students from any department of the Institution and tasks can be carried out remotely. Due to the urgency of this position, slots are limited and acceptance will be given on a first come first serve basis.</p>

<p>To proceed with the application process, kindly contact Vice President For Research, [first name, last name] at email@gmail.com stating your full name, email address, year of study, phone number and department regarding the job description and further application requirements.</p>

<p>Best wishes, &nbsp;</p>

<p>[first name, last name]<br>
Vice President For Research,<br>
222 Day Hall,<br>
Cornell University,<br>
Ithaca, NY 14853.</p>
"
147,"Action Required On - Tue, September 12, 2023","Tue, 09/12/2023 - 12:00","

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'entity_embed_container' -->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->
<div data-entity-type=""media"" data-entity-uuid=""17fdaccd-dd94-4f82-8353-b0be5c1c6ce6"" data-langcode=""en"" class=""embedded-entity"">

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'media' -->
<!-- FILE NAME SUGGESTIONS:
   * media--source-image.html.twig
   * media--image--full.html.twig
   x media--image.html.twig
   * media--full.html.twig
   * media.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' -->


  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'field' -->
<!-- FILE NAME SUGGESTIONS:
   * field--media--field-media-image--image.html.twig
   * field--media--field-media-image.html.twig
   * field--media--image.html.twig
   * field--field-media-image.html.twig
   x field--image.html.twig
   * field.html.twig
-->
<!-- BEGIN OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' -->
      

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image_formatter' -->
<!-- BEGIN OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' -->
  

<!-- THEME DEBUG -->
<!-- THEME HOOK: 'image' -->
<!-- BEGIN OUTPUT from 'core/modules/system/templates/image.html.twig' -->
<img loading=""lazy"" src=""/sites/default/files/itc-drupal10-images/pb-cu-messages-hold-phish.png"" width=""755"" height=""823"" alt=""A fake Cornell-branded notification stating Messages sent to you are on hold asking the recipient to scan a QR code.""><!-- END OUTPUT from 'core/modules/system/templates/image.html.twig' --><!-- END OUTPUT from 'core/modules/image/templates/image-formatter.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/field--image.html.twig' --><!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/media--image.html.twig' --></div>

<!-- END OUTPUT from 'themes/custom/cwd_base/templates/media/entity-embed-container.html.twig' -->

"
